timestamp,frame_number,left_ear,right_ear,avg_ear,left_eyebrow_height,right_eyebrow_height,mouth_aspect_ratio,nose_x,nose_y,head_tilt_angle,left_iris_x,right_iris_x,gaze_direction,face_area,lighting_quality,face_symmetry,concentration_raw,concentration_smoothed
2025-08-14 00:08:05,420,1.0965,0.3269,0.7117,216.12,211.86,0.3076,234.01,260.89,1.05,0.4046,0.4547,LEFT,6222,0.094,0.454,95.09,99
2025-08-14 00:08:05,435,0.6677,0.327,0.4974,225.13,212.96,0.0787,231.19,271.71,6.8,0.3971,0.4569,LEFT,6534,0.174,0.49,92.87,93
2025-08-14 00:08:06,450,0.5657,0.3318,0.4487,224.4,212.9,0.0002,233.56,273.9,5.99,0.4037,0.473,LEFT,6565,0.152,0.477,93.55,93
2025-08-14 00:08:06,465,0.6576,0.3255,0.4915,226.45,213.52,0.0254,233.39,274.21,6.84,0.3958,0.4727,LEFT,6798,0.141,0.45,93.23,93
2025-08-14 00:08:07,480,0.6587,0.3516,0.5052,220.18,211.41,0.0887,222.74,269.53,2.34,0.3889,0.4605,LEFT,7128,0.137,0.546,91.28,92
2025-08-14 00:08:07,495,0.5831,0.4038,0.4934,220.63,210.9,0.1269,221.67,269.24,2.81,0.3919,0.4476,LEFT,6882,0.135,0.608,90.86,91
2025-08-14 00:08:08,510,0.4518,0.3364,0.3941,220.91,211.06,0.0167,223.14,269.02,2.57,0.3942,0.446,LEFT,7008,0.133,0.581,91.13,91
2025-08-14 00:08:08,525,0.2508,0.2567,0.2538,220.23,222.8,0.1299,349.85,278.86,1.09,0.4952,0.6051,RIGHT,5751,0.128,0.987,100.0,98
2025-08-14 00:08:09,540,0.2272,0.2673,0.2473,217.98,223.64,0.0548,378.49,275.84,2.32,0.5255,0.6325,RIGHT,5180,0.136,0.836,99.31,99
2025-08-14 00:08:09,555,0.2598,0.232,0.2459,223.73,219.51,0.1109,290.84,275.63,2.75,0.4517,0.5524,CENTER,7665,0.146,0.396,100.0,99
2025-08-14 00:08:10,570,0.5592,0.3226,0.4409,228.54,214.58,0.0036,231.53,278.54,9.32,0.3972,0.4596,LEFT,6993,0.144,0.367,92.05,93
2025-08-14 00:08:10,585,0.4216,0.2978,0.3597,228.75,214.46,0.1863,237.1,280.11,10.07,0.4059,0.4675,LEFT,6882,0.143,0.339,93.35,92
2025-08-14 00:08:11,615,0.5021,0.288,0.395,227.69,212.86,0.2065,239.63,278.23,10.21,0.3959,0.4642,LEFT,6820,0.139,0.252,93.92,94
2025-08-14 00:08:12,630,0.5831,0.2945,0.4388,229.95,214.68,0.0071,225.04,280.35,8.06,0.3901,0.4486,LEFT,6771,0.136,0.459,90.05,92
2025-08-14 00:08:13,675,0.2029,0.2472,0.225,310.95,304.79,0.2327,205.08,327.05,13.09,0.2986,0.3396,LEFT,594,0.141,0.939,79.12,84
2025-08-14 00:08:14,690,0.108,0.199,0.1535,306.24,301.37,0.0035,209.84,321.93,10.9,0.3051,0.3446,LEFT,640,0.152,0.898,70.96,73
2025-08-14 00:08:14,705,0.1961,0.1961,0.1961,307.2,300.64,0.1136,208.28,321.73,13.35,0.3036,0.3442,LEFT,627,0.153,0.931,70.86,78
2025-08-14 00:08:15,720,0.1799,0.2395,0.2097,306.11,299.22,0.006,206.17,320.35,13.86,0.2998,0.3394,LEFT,594,0.144,0.9,80.77,71
2025-08-14 00:08:15,735,0.1695,0.1961,0.1828,303.51,295.92,0.1664,208.65,316.15,16.36,0.3023,0.3411,LEFT,608,0.145,0.834,70.92,71
2025-08-14 00:08:16,750,0.1699,0.0995,0.1347,294.75,294.04,0.1767,217.56,309.22,3.18,0.3172,0.3585,LEFT,648,0.149,0.922,71.91,71
2025-08-14 00:08:16,765,0.1156,0.199,0.1573,293.26,289.0,0.1474,218.12,305.09,9.75,0.32,0.3598,LEFT,630,0.153,0.96,71.96,72
2025-08-14 00:08:17,780,0.1674,0.1,0.1337,291.3,288.95,0.0486,222.73,304.44,7.14,0.3305,0.368,LEFT,609,0.152,0.944,73.18,73
2025-08-14 00:08:17,795,0.1587,0.2118,0.1852,293.24,291.24,0.0243,222.19,307.32,6.47,0.3273,0.3658,LEFT,609,0.151,0.952,72.51,74
2025-08-14 00:08:18,810,0.1587,0.05,0.1043,295.01,290.92,0.1278,217.54,307.09,10.37,0.319,0.3579,LEFT,630,0.147,0.945,71.84,72
2025-08-14 00:08:18,825,0.2169,0.2108,0.2138,291.39,290.22,0.2178,217.91,303.41,5.17,0.3203,0.3631,LEFT,672,0.151,0.974,82.2,72
2025-08-14 00:08:19,840,0.1111,0.2108,0.1609,289.89,292.38,0.2138,216.99,304.7,2.27,0.3308,0.3665,LEFT,676,0.147,0.579,72.33,72
2025-08-14 00:08:19,855,0.062,0.1748,0.1184,289.55,295.49,0.2334,222.43,305.82,10.2,0.3427,0.3769,LEFT,696,0.138,0.47,72.98,75
2025-08-14 00:08:20,870,0.2481,0.2142,0.2311,291.88,298.03,0.3125,214.97,309.58,10.16,0.3312,0.3672,LEFT,754,0.134,0.42,81.98,73
2025-08-14 00:08:20,885,0.2339,0.2557,0.2448,295.52,301.54,0.2449,208.88,315.7,9.13,0.3196,0.3592,LEFT,840,0.139,0.418,81.56,80
2025-08-14 00:08:21,900,0.3348,0.2033,0.269,297.46,294.45,0.3443,182.99,311.84,8.24,0.2891,0.3235,LEFT,782,0.133,0.138,80.92,81
2025-08-14 00:08:21,915,0.2372,0.2033,0.2202,294.76,293.47,0.0751,188.14,308.47,2.54,0.2961,0.3256,LEFT,736,0.132,0.06,81.24,81
2025-08-14 00:08:22,930,0.2697,0.1816,0.2256,292.09,293.58,0.1394,199.71,306.75,2.21,0.3149,0.3467,LEFT,696,0.13,0.087,81.82,77
2025-08-14 00:08:22,945,0.353,0.2193,0.2861,291.62,294.94,0.009,204.17,306.44,6.08,0.3219,0.3511,LEFT,756,0.13,0.104,81.87,77
2025-08-14 00:08:23,960,0.25,0.1659,0.208,293.11,293.65,0.2168,190.24,307.28,3.04,0.2991,0.3307,LEFT,690,0.129,0.223,81.44,81
2025-08-14 00:08:23,975,0.2425,0.2568,0.2497,293.99,294.71,0.2581,183.65,307.68,3.76,0.2916,0.32,LEFT,750,0.13,0.23,81.17,79
2025-08-14 00:08:24,990,0.4427,0.2469,0.3448,293.5,294.41,0.0572,192.37,306.92,5.41,0.3047,0.3317,LEFT,696,0.126,0.184,81.48,79
2025-08-14 00:08:24,1005,0.2425,0.2353,0.2389,292.99,293.76,0.1287,194.96,306.29,4.23,0.3084,0.3363,LEFT,690,0.131,0.155,81.61,81
2025-08-14 00:08:25,1020,0.2981,0.1471,0.2226,296.12,290.86,0.0192,190.13,306.44,14.6,0.2976,0.3277,LEFT,680,0.129,0.041,81.16,78
2025-08-14 00:08:25,1035,0.2236,0.2169,0.2203,296.53,291.06,0.0476,190.59,306.58,17.13,0.294,0.3265,LEFT,735,0.131,0.234,81.03,79
2025-08-14 00:08:26,1050,0.343,0.1961,0.2696,296.12,291.56,0.0098,191.09,306.8,15.03,0.2996,0.3298,LEFT,782,0.1,0.021,81.19,77
2025-08-14 00:08:26,1065,0.2785,0.199,0.2388,296.23,293.02,0.0156,189.77,308.67,7.7,0.3012,0.3289,LEFT,693,0.081,0.122,81.25,76
2025-08-14 00:08:27,1080,0.7634,0.28,0.5217,297.09,294.37,0.0099,189.41,310.65,6.43,0.3021,0.3222,LEFT,589,0.078,0.278,81.15,79
2025-08-14 00:08:27,1095,0.2089,0.2337,0.2213,236.09,231.29,0.0001,281.03,287.33,4.57,0.3762,0.4799,LEFT,4960,0.114,0.856,99.78,88
2025-08-14 00:08:28,1110,0.2462,0.2837,0.265,237.32,231.53,0.0003,246.98,285.29,5.13,0.3106,0.417,LEFT,4544,0.149,0.697,92.87,94
2025-08-14 00:08:28,1125,0.2116,0.3028,0.2572,237.88,232.34,0.0002,254.21,284.78,5.34,0.3252,0.4301,LEFT,4608,0.164,0.72,94.79,94
2025-08-14 00:08:29,1140,0.2311,0.2785,0.2548,237.21,232.78,0.0001,257.53,284.36,4.47,0.3295,0.4345,LEFT,4550,0.167,0.7,95.7,95
2025-08-14 00:08:29,1155,0.1825,0.2549,0.2187,254.84,244.71,0.0025,205.14,299.4,7.68,0.2408,0.3503,LEFT,4680,0.17,0.688,81.56,89
2025-08-14 00:08:30,1170,0.2472,0.2371,0.2422,260.01,245.64,0.0001,168.8,301.7,10.46,0.1976,0.309,LEFT,5310,0.17,0.873,80.17,79
2025-08-14 00:08:30,1185,0.4796,0.2503,0.3649,264.29,245.17,0.003,85.94,311.65,15.24,0.1534,0.2235,LEFT,6554,0.17,0.26,78.27,77
2025-08-14 00:08:31,1200,0.6174,0.2664,0.4419,263.1,248.21,0.01,85.33,314.92,11.33,0.1641,0.2235,LEFT,6669,0.168,0.297,78.55,78
2025-08-14 00:08:31,1215,0.3211,0.235,0.2781,298.32,273.88,0.0495,108.46,358.61,16.98,0.1568,0.2427,LEFT,4422,0.168,0.339,76.87,77
2025-08-14 00:08:32,1230,0.3363,0.2252,0.2807,309.13,280.78,0.2327,105.93,372.46,20.85,0.1418,0.2238,LEFT,3500,0.168,0.458,75.77,76
2025-08-14 00:08:32,1245,0.3231,0.261,0.292,312.21,286.08,0.0036,110.46,369.69,21.0,0.1553,0.2359,LEFT,3944,0.177,0.434,76.14,76
2025-08-14 00:08:33,1260,0.3744,0.2627,0.3186,308.12,283.1,0.0043,107.37,364.57,20.7,0.157,0.2348,LEFT,4192,0.177,0.25,76.28,76
2025-08-14 00:08:33,1275,0.34,0.239,0.2895,308.21,283.13,0.0049,101.1,365.04,20.61,0.1497,0.2238,LEFT,4160,0.179,0.237,76.02,76
2025-08-14 00:08:34,1290,1.0998,0.2808,0.6903,290.52,275.44,0.0033,82.48,357.3,11.25,0.1372,0.2026,LEFT,5207,0.177,0.346,76.71,76
2025-08-14 00:08:34,1305,0.7143,0.3567,0.5355,239.32,230.35,0.0091,97.38,279.76,7.13,0.1905,0.2423,LEFT,5304,0.177,0.548,80.27,78
2025-08-14 00:08:35,1320,0.4002,0.3054,0.3528,230.36,220.57,0.0094,126.01,264.27,0.44,0.2304,0.2799,LEFT,5175,0.175,0.513,81.75,81
2025-08-14 00:08:35,1335,0.2437,0.2356,0.2396,246.7,244.54,0.0002,207.88,294.79,1.99,0.2851,0.3883,LEFT,5712,0.177,0.862,83.37,82
2025-08-14 00:08:36,1350,0.2281,0.2437,0.2359,249.99,249.98,0.0023,232.55,301.23,0.72,0.3061,0.4101,LEFT,4824,0.177,0.905,87.18,85
2025-08-14 00:08:36,1365,0.2122,0.2641,0.2381,247.77,250.56,0.0014,235.13,298.31,0.8,0.3102,0.4143,LEFT,4899,0.179,0.942,88.12,87
2025-08-14 00:08:37,1380,0.309,0.308,0.3085,219.57,212.75,0.0183,240.22,257.1,4.76,0.3806,0.4604,LEFT,5720,0.156,0.122,96.18,90
2025-08-14 00:08:37,1395,0.5064,0.2946,0.4005,216.15,208.71,0.183,354.94,250.31,4.26,0.5868,0.6502,RIGHT,4130,0.11,0.528,100.0,99
2025-08-14 00:08:38,1410,0.3544,0.3087,0.3315,220.38,207.86,0.152,414.97,252.68,11.94,0.682,0.7306,RIGHT,4898,0.088,0.532,89.48,94
2025-08-14 00:08:38,1425,0.2628,0.1521,0.2074,222.85,226.21,0.2377,409.28,267.31,2.47,0.6487,0.7375,RIGHT,7030,0.103,0.056,89.97,83
2025-08-14 00:08:39,1440,0.1642,0.2216,0.1929,235.52,254.3,0.1721,431.9,299.96,12.36,0.6217,0.7215,RIGHT,4256,0.125,0.998,72.53,74
2025-08-14 00:08:39,1455,0.2223,0.2857,0.254,257.49,275.89,0.1326,392.11,339.43,9.95,0.5614,0.6784,RIGHT,4830,0.138,0.914,82.88,78
2025-08-14 00:08:40,1470,0.2357,0.2566,0.2462,243.68,262.74,0.1719,390.73,322.27,10.93,0.5677,0.6801,RIGHT,5467,0.14,0.858,86.19,83
2025-08-14 00:08:40,1485,0.2435,0.2038,0.2236,229.61,248.39,0.1903,391.03,296.5,11.35,0.5661,0.6727,RIGHT,5628,0.142,0.899,91.29,89
2025-08-14 00:08:41,1500,0.1484,0.1961,0.1723,233.54,240.96,0.1859,382.36,293.69,4.57,0.5424,0.6498,RIGHT,5244,0.145,0.975,84.55,85
2025-08-14 00:08:41,1515,0.2067,0.2659,0.2363,233.56,236.23,0.1628,357.01,289.95,1.08,0.5043,0.6077,RIGHT,5320,0.149,0.975,100.0,92
2025-08-14 00:08:42,1530,0.2687,0.2654,0.2671,244.66,238.88,0.1214,358.81,300.01,4.0,0.5051,0.6116,RIGHT,5481,0.148,0.985,98.19,99
2025-08-14 00:08:42,1545,0.2242,0.2442,0.2342,240.7,239.65,0.0967,369.82,296.94,0.97,0.5254,0.6315,RIGHT,5395,0.148,0.988,96.94,97
2025-08-14 00:08:43,1560,0.2209,0.244,0.2324,238.43,240.01,0.0089,369.58,293.28,0.36,0.5275,0.6313,RIGHT,5360,0.148,0.97,97.69,97
2025-08-14 00:08:43,1575,0.1928,0.2001,0.1965,238.84,240.44,0.0049,362.19,292.54,0.17,0.5204,0.6198,RIGHT,5070,0.148,0.951,89.25,96
2025-08-14 00:08:44,1590,0.2509,0.2633,0.2571,239.33,238.38,0.0017,351.84,289.74,1.38,0.5009,0.5985,CENTER,4836,0.157,0.988,100.0,99
2025-08-14 00:08:44,1605,0.2303,0.2328,0.2315,243.43,240.13,0.0028,350.62,293.94,2.65,0.4963,0.5966,CENTER,4758,0.157,0.979,100.0,100
2025-08-14 00:08:45,1620,0.2499,0.2681,0.259,242.69,239.7,0.0002,347.05,293.14,2.31,0.4913,0.5902,CENTER,4758,0.157,0.98,100.0,100
2025-08-14 00:08:45,1635,0.2356,0.251,0.2433,243.9,239.69,0.0038,346.48,294.14,3.02,0.4907,0.5905,CENTER,4920,0.154,0.997,100.0,100
2025-08-14 00:08:46,1650,0.2036,0.2718,0.2377,225.92,224.61,0.2327,327.73,273.36,1.27,0.4938,0.5869,CENTER,6264,0.152,0.629,100.0,100
2025-08-14 00:08:46,1665,0.3889,0.3826,0.3858,214.96,206.8,0.0144,297.68,246.91,2.61,0.4975,0.5525,CENTER,5236,0.149,0.458,100.0,100
2025-08-14 00:08:47,1680,0.3056,0.2253,0.2654,222.35,223.3,0.1199,348.38,260.39,1.44,0.5543,0.6349,RIGHT,5727,0.148,0.158,100.0,100
2025-08-14 00:08:47,1695,0.2317,0.2792,0.2554,233.88,240.0,0.0693,363.6,286.08,5.0,0.552,0.6459,RIGHT,6059,0.151,0.573,99.42,99
2025-08-14 00:08:48,1710,0.2882,0.2759,0.2821,242.09,242.15,0.0488,341.83,293.77,0.27,0.506,0.6028,RIGHT,5963,0.151,0.68,100.0,100
2025-08-14 00:08:48,1725,0.285,0.2595,0.2723,247.99,247.1,0.0602,338.12,301.03,0.29,0.5033,0.6012,RIGHT,6030,0.15,0.696,100.0,100
2025-08-14 00:08:49,1740,0.2688,0.2469,0.2579,245.9,247.49,0.0424,347.44,299.89,1.43,0.5125,0.6115,RIGHT,5934,0.15,0.758,99.55,99
2025-08-14 00:08:49,1755,0.2599,0.2503,0.2551,246.69,248.51,0.023,347.59,302.09,1.67,0.5139,0.6127,RIGHT,5780,0.156,0.73,98.96,99
2025-08-14 00:08:50,1770,0.2603,0.2441,0.2522,247.54,250.68,0.003,359.34,303.95,2.84,0.5265,0.6269,RIGHT,5576,0.153,0.804,96.7,97
2025-08-14 00:08:50,1785,0.2519,0.2471,0.2495,248.71,251.84,0.0197,360.8,306.0,2.85,0.5277,0.6288,RIGHT,5265,0.151,0.811,95.99,96
2025-08-14 00:08:51,1800,0.2676,0.2504,0.259,249.82,252.97,0.0059,361.38,306.84,2.82,0.5272,0.6275,RIGHT,5346,0.143,0.826,95.72,95
2025-08-14 00:08:51,1815,0.2755,0.2811,0.2783,249.87,253.09,0.0104,360.63,307.43,2.43,0.5261,0.6265,RIGHT,5184,0.142,0.824,95.76,95
2025-08-14 00:08:52,1830,0.2935,0.2629,0.2782,249.86,253.05,0.0041,361.28,306.66,2.53,0.5275,0.6276,RIGHT,5248,0.15,0.821,95.77,95
2025-08-14 00:08:52,1845,0.2852,0.2503,0.2677,249.1,252.41,0.013,362.45,305.14,2.72,0.5283,0.6291,RIGHT,5412,0.15,0.837,95.91,95
2025-08-14 00:08:53,1860,0.2506,0.2655,0.258,250.13,252.81,0.0043,360.85,307.09,2.17,0.5272,0.6272,RIGHT,5248,0.151,0.831,95.76,95
2025-08-14 00:08:53,1875,0.2517,0.2425,0.2471,251.21,253.55,0.0064,360.46,308.34,1.94,0.5262,0.6269,RIGHT,5229,0.149,0.824,95.54,95
2025-08-14 00:08:54,1890,0.2592,0.2226,0.2409,251.88,254.13,0.002,360.51,309.16,2.16,0.5259,0.6255,RIGHT,5229,0.15,0.839,95.35,95
2025-08-14 00:08:54,1905,0.2519,0.2509,0.2514,252.4,254.6,0.0032,359.37,310.13,1.74,0.5237,0.6244,RIGHT,5208,0.148,0.82,95.32,95
2025-08-14 00:08:55,1920,0.2267,0.2553,0.241,252.08,254.25,0.0031,357.1,309.51,1.82,0.5229,0.6228,RIGHT,5376,0.148,0.796,95.77,95
2025-08-14 00:08:55,1935,0.2187,0.2503,0.2345,250.55,253.18,0.002,357.67,307.47,1.83,0.5228,0.6232,RIGHT,5460,0.149,0.805,96.16,95
2025-08-14 00:08:56,1950,0.2174,0.2503,0.2338,251.06,253.2,0.0009,355.47,307.6,1.72,0.5208,0.6209,RIGHT,5376,0.148,0.789,96.47,96
2025-08-14 00:08:56,1965,0.2328,0.231,0.2319,251.2,252.61,0.0014,353.64,307.19,1.21,0.5178,0.6173,RIGHT,5440,0.148,0.797,96.91,96
2025-08-14 00:08:57,1980,0.2696,0.2648,0.2672,251.86,251.3,0.0018,348.33,306.53,0.55,0.5139,0.6127,RIGHT,5481,0.137,0.755,97.84,97
2025-08-14 00:08:57,1995,0.2595,0.2469,0.2532,251.55,250.9,0.0156,349.03,305.69,0.05,0.5122,0.6114,RIGHT,5332,0.144,0.772,98.0,97
2025-08-14 00:08:58,2010,0.2434,0.2465,0.245,252.06,250.82,0.0033,348.32,305.7,0.68,0.5103,0.6101,RIGHT,5246,0.144,0.771,98.04,97
2025-08-14 00:08:58,2025,0.2251,0.2459,0.2355,252.04,250.02,0.0014,348.01,305.49,1.29,0.5098,0.6086,RIGHT,5394,0.141,0.777,98.1,98
2025-08-14 00:08:59,2040,0.1978,0.227,0.2124,252.92,251.46,0.0021,347.3,308.22,1.21,0.5093,0.6082,RIGHT,5246,0.141,0.78,97.54,97
2025-08-14 00:08:59,2055,0.2434,0.243,0.2432,253.64,251.65,0.0028,347.09,307.4,1.26,0.5101,0.6091,RIGHT,5160,0.142,0.758,97.71,97
2025-08-14 00:09:00,2070,0.253,0.2352,0.2441,254.18,252.2,0.0014,346.76,308.23,1.14,0.5085,0.6071,RIGHT,5220,0.141,0.763,97.55,97
2025-08-14 00:09:00,2085,0.2415,0.2498,0.2456,254.82,252.79,0.0013,347.74,308.74,1.24,0.5091,0.6078,RIGHT,5133,0.14,0.778,97.31,97
2025-08-14 00:09:01,2100,0.2631,0.2352,0.2491,255.58,253.12,0.0015,347.39,309.59,0.99,0.5094,0.6077,RIGHT,5192,0.139,0.764,97.09,97
2025-08-14 00:09:01,2115,0.215,0.2376,0.2263,255.1,252.42,0.0017,349.23,308.58,1.46,0.5121,0.6104,RIGHT,5220,0.138,0.772,97.09,97
2025-08-14 00:09:02,2130,0.2631,0.2547,0.2589,255.31,252.98,0.0006,349.13,308.22,1.23,0.5121,0.6099,RIGHT,5160,0.139,0.765,97.2,97
2025-08-14 00:09:02,2145,0.253,0.2352,0.2441,255.92,253.33,0.0008,349.01,308.8,1.15,0.5127,0.6104,RIGHT,5133,0.14,0.761,97.04,97
2025-08-14 00:09:03,2160,0.215,0.2387,0.2268,256.4,253.91,0.0005,349.34,309.5,1.4,0.5128,0.6103,RIGHT,5046,0.141,0.77,96.83,96
2025-08-14 00:09:03,2175,0.215,0.2603,0.2377,256.56,253.92,0.0015,349.31,309.84,1.31,0.5126,0.6098,RIGHT,4959,0.14,0.771,96.75,96
2025-08-14 00:09:04,2190,0.2514,0.2352,0.2433,256.79,254.09,0.0002,349.05,309.84,1.04,0.5119,0.61,RIGHT,5046,0.14,0.766,96.77,96
2025-08-14 00:09:04,2205,0.215,0.2086,0.2118,256.06,253.42,0.0006,349.37,308.54,1.24,0.513,0.6106,RIGHT,5133,0.139,0.77,97.04,96
2025-08-14 00:09:05,2220,0.2306,0.2194,0.225,246.17,248.3,0.055,346.04,300.44,1.46,0.5144,0.6113,RIGHT,5695,0.14,0.683,99.51,98
2025-08-14 00:09:05,2235,0.2322,0.244,0.2381,249.28,251.1,0.1456,349.08,304.51,1.56,0.5161,0.6144,RIGHT,5376,0.139,0.71,98.12,98
2025-08-14 00:09:06,2250,0.2038,0.2226,0.2132,254.02,255.3,0.0022,348.27,310.75,1.23,0.511,0.6077,RIGHT,5246,0.142,0.728,96.75,94
2025-08-14 00:09:06,2265,0.2723,0.2774,0.2748,254.72,253.78,0.0026,340.99,308.57,0.07,0.4998,0.5962,CENTER,5340,0.139,0.717,98.26,97
2025-08-14 00:09:07,2280,0.286,0.2717,0.2788,255.28,253.21,0.0015,337.81,308.23,0.87,0.4965,0.5925,CENTER,5400,0.141,0.695,98.58,98
