timestamp,frame_number,left_ear,right_ear,avg_ear,left_eyebrow_height,right_eyebrow_height,mouth_aspect_ratio,nose_x,nose_y,head_tilt_angle,left_iris_x,right_iris_x,gaze_direction,face_area,lighting_quality,face_symmetry,concentration_raw,concentration_smoothed
2025-08-13 22:01:46,30,0.2095,0.1943,0.2019,415.25,396.52,0.4821,259.59,451.87,16.87,0.3466,0.433,LEFT,2336,0.1,0.731,77.02,74
2025-08-13 22:01:47,45,0.196,0.2498,0.2229,334.61,333.5,0.0004,330.35,377.15,2.29,0.4647,0.5551,CENTER,3402,0.102,0.889,83.44,78
2025-08-13 22:01:47,60,0.199,0.2673,0.2332,126.73,128.84,0.0,386.01,191.34,0.45,0.5267,0.6428,RIGHT,4830,0.049,0.795,91.91,87
2025-08-13 22:01:48,75,0.2076,0.236,0.2218,201.26,202.32,0.0006,371.82,265.23,0.46,0.5165,0.6265,RIGHT,4615,0.067,0.883,100.0,99
2025-08-13 22:01:48,90,0.2719,0.2333,0.2526,192.33,200.81,0.0067,401.51,260.52,4.45,0.5593,0.6721,RIGHT,5032,0.11,0.878,95.33,95
2025-08-13 22:01:49,105,0.2518,0.2397,0.2458,180.69,185.33,0.1837,376.07,238.69,1.61,0.5374,0.6506,RIGHT,6068,0.14,0.934,100.0,99
2025-08-13 22:01:49,120,0.4339,0.2429,0.3384,187.09,179.75,0.3096,326.29,221.76,1.9,0.5363,0.5985,RIGHT,6097,0.147,0.365,100.0,99
2025-08-13 22:01:50,135,0.2092,0.2259,0.2176,201.17,209.33,0.1273,425.61,254.31,4.47,0.6133,0.7168,RIGHT,4968,0.149,0.995,88.1,92
2025-08-13 22:01:50,150,0.2705,0.2401,0.2553,197.65,205.93,0.1513,417.02,260.49,4.3,0.589,0.7002,RIGHT,5175,0.144,0.907,90.58,89
2025-08-13 22:01:51,165,0.3082,0.28,0.2941,159.28,165.97,0.0006,387.72,239.31,2.39,0.5231,0.6675,RIGHT,8742,0.126,0.901,99.27,93
2025-08-13 22:01:51,180,0.3291,0.3235,0.3263,155.67,153.47,0.0138,313.58,235.15,1.71,0.4099,0.5623,CENTER,10283,0.116,0.973,100.0,100
2025-08-13 22:01:52,195,0.3411,0.3086,0.3248,149.79,151.78,0.0009,328.69,236.72,0.14,0.4315,0.5908,CENTER,10989,0.107,0.987,100.0,100
2025-08-13 22:01:52,210,0.3179,0.3184,0.3181,156.44,157.13,0.0006,325.38,244.24,0.59,0.433,0.5932,CENTER,11040,0.115,0.978,100.0,100
2025-08-13 22:01:53,225,0.2664,0.3088,0.2876,160.69,172.56,0.0013,410.51,247.65,4.51,0.5419,0.6859,RIGHT,7968,0.113,0.724,92.86,98
2025-08-13 22:01:53,240,0.2799,0.2902,0.285,164.44,177.4,0.0017,414.12,258.61,4.86,0.5523,0.7021,RIGHT,8652,0.111,0.786,91.44,87
2025-08-13 22:01:54,255,0.2733,0.2886,0.2809,163.58,169.93,0.1251,366.58,247.27,2.25,0.4909,0.6331,RIGHT,7820,0.121,0.832,100.0,98
2025-08-13 22:01:54,270,0.2941,0.2805,0.2873,196.0,199.86,0.2709,338.95,244.83,1.46,0.4826,0.5817,CENTER,4970,0.141,0.99,100.0,100
2025-08-13 22:01:55,285,0.25,0.2807,0.2654,188.59,193.11,0.2971,352.05,239.05,1.65,0.5007,0.6014,RIGHT,4761,0.139,0.984,100.0,100
2025-08-13 22:01:55,300,0.2905,0.2877,0.2891,192.67,201.08,0.002,388.82,248.27,4.19,0.5556,0.6612,RIGHT,5016,0.146,0.982,99.16,99
2025-08-13 22:01:56,315,0.2479,0.2529,0.2504,184.89,200.1,0.3078,435.54,248.1,8.58,0.6269,0.7375,RIGHT,5330,0.152,0.993,85.4,92
2025-08-13 22:01:56,330,0.2546,0.2326,0.2436,184.51,199.7,0.0015,431.31,248.01,8.76,0.6165,0.7283,RIGHT,5412,0.144,0.961,86.74,84
2025-08-13 22:01:57,345,0.2661,0.2692,0.2676,188.37,197.96,0.2273,370.66,245.39,5.17,0.5222,0.6276,RIGHT,4928,0.133,0.933,100.0,96
2025-08-13 22:01:57,360,0.2569,0.2329,0.2449,192.33,199.72,0.1919,368.43,255.02,3.82,0.5323,0.6445,RIGHT,6300,0.124,0.829,100.0,100
2025-08-13 22:01:58,375,0.2651,0.2472,0.2562,198.05,203.31,0.127,365.78,267.85,2.73,0.5244,0.6427,RIGHT,6900,0.119,0.839,100.0,100
2025-08-13 22:01:58,390,0.2574,0.2567,0.2571,185.41,192.75,0.1211,390.55,249.16,3.3,0.5463,0.6634,RIGHT,5694,0.119,0.933,98.96,99
2025-08-13 22:01:59,405,0.2617,0.2544,0.2581,186.41,191.92,0.0052,378.29,248.41,2.45,0.5231,0.6407,RIGHT,5624,0.121,0.911,100.0,96
2025-08-13 22:01:59,420,0.2314,0.2217,0.2265,200.43,202.16,0.001,359.85,263.85,0.66,0.5133,0.6302,RIGHT,6210,0.119,0.868,100.0,100
2025-08-13 22:02:00,435,0.0906,0.0655,0.078,199.09,202.01,0.1535,366.13,265.35,1.98,0.5182,0.638,RIGHT,6035,0.12,0.932,94.1,98
2025-08-13 22:02:00,450,0.104,0.0697,0.0869,208.38,211.54,0.1728,375.49,272.45,2.38,0.5233,0.644,RIGHT,5110,0.121,0.96,90.75,92
2025-08-13 22:02:01,465,0.1919,0.2102,0.201,207.09,209.46,0.0062,371.13,276.1,1.65,0.5239,0.6411,RIGHT,5780,0.117,0.95,100.0,91
2025-08-13 22:02:01,480,0.1989,0.2377,0.2183,208.49,210.56,0.0565,363.99,277.9,1.3,0.5149,0.6305,RIGHT,5676,0.119,0.938,100.0,100
2025-08-13 22:02:02,495,0.2139,0.233,0.2235,207.69,211.02,0.016,370.83,276.19,1.9,0.5225,0.6399,RIGHT,5508,0.12,0.967,100.0,100
2025-08-13 22:02:02,510,0.2397,0.2442,0.2419,192.64,200.04,0.0,394.15,257.09,3.31,0.5425,0.6554,RIGHT,4480,0.126,0.771,97.82,99
2025-08-13 22:02:03,525,0.2513,0.2333,0.2423,197.75,202.73,0.0079,376.28,263.86,1.83,0.5295,0.644,RIGHT,5621,0.127,0.985,100.0,98
2025-08-13 22:02:03,540,0.8618,0.3071,0.5845,196.98,194.55,0.3164,243.53,252.28,2.56,0.4224,0.477,LEFT,7952,0.123,0.488,99.17,99
2025-08-13 22:02:04,555,0.7939,0.3722,0.583,193.67,196.93,0.1251,218.32,251.93,7.47,0.3894,0.4539,LEFT,10620,0.123,0.451,92.1,94
2025-08-13 22:02:04,570,0.5004,0.3909,0.4456,182.38,168.56,0.0316,233.48,228.04,12.63,0.4148,0.4575,LEFT,5340,0.129,0.631,94.69,91
2025-08-13 22:02:05,585,0.4518,0.3555,0.4037,185.62,169.52,0.3654,278.96,213.95,19.72,0.4702,0.5251,CENTER,3312,0.129,0.512,100.0,97
2025-08-13 22:02:05,600,0.2579,0.2699,0.2639,181.73,188.6,0.209,369.46,238.35,3.08,0.5265,0.6365,RIGHT,5476,0.133,0.979,100.0,100
2025-08-13 22:02:06,615,0.2363,0.254,0.2452,188.17,188.72,0.1733,371.62,247.18,0.4,0.522,0.6379,RIGHT,5880,0.112,0.981,100.0,100
2025-08-13 22:02:06,630,0.6499,0.3851,0.5175,190.22,184.49,0.127,231.13,240.88,0.16,0.4029,0.4634,LEFT,7920,0.129,0.506,95.39,98
2025-08-13 22:02:07,645,0.8246,0.3547,0.5896,196.84,188.08,0.1442,240.19,249.06,2.77,0.4212,0.4723,LEFT,7194,0.128,0.543,97.95,96
2025-08-13 22:02:07,660,0.7284,0.337,0.5327,199.4,194.02,0.2465,238.66,253.3,0.88,0.4157,0.4712,LEFT,8307,0.128,0.472,97.49,98
2025-08-13 22:02:08,675,0.8383,0.3305,0.5844,199.89,195.37,0.1971,236.65,257.16,1.45,0.4139,0.4694,LEFT,8142,0.128,0.497,96.76,96
2025-08-13 22:02:08,690,0.2834,0.2683,0.2758,202.72,207.27,0.1187,368.98,275.94,2.27,0.5256,0.6491,RIGHT,6696,0.129,0.903,100.0,99
