timestamp,concentration_score,gaze_score,head_pose_score,blink_detected,distraction_count,avg_ear,status,blink_rate_per_min,head_movement_intensity,gaze_stability,mouth_openness,eyebrow_raise,face_tilt,session_focus_time,session_distraction_time,total_session_blinks
2025-08-13 22:01:46,74,0.6595887665450573,0,False,0,0.2019,FOCUSED,0.0,16.866,0.994,0.482,0.039,16.87,11,0,0
2025-08-13 22:01:47,78,0.821056182384491,0,False,0,0.2229,FOCUSED,207.7,2.288,0.984,0.0,0.002,2.29,26,0,0
2025-08-13 22:01:47,87,0.8589775922894478,0.31662590718349315,False,0,0.2332,FOCUSED,300.0,0.453,0.83,0.0,0.004,0.45,40,0,0
2025-08-13 22:01:48,99,0.9344952684640884,0.5197210566149275,False,0,0.2218,FOCUSED,120.0,0.46,0.999,0.001,0.002,0.46,55,0,0
2025-08-13 22:01:48,95,0.9085511860251427,0.2995703067061045,False,0,0.2526,FOCUSED,180.0,4.45,0.999,0.007,0.018,4.45,70,0,0
2025-08-13 22:01:49,99,0.9184580045938492,0.5326439457767684,False,0,0.2458,FOCUSED,180.0,1.606,1.0,0.184,0.01,1.61,85,0,0
2025-08-13 22:01:49,99,0.9277906480431557,0.8392372366316356,False,0,0.3384,FOCUSED,120.0,1.895,0.999,0.31,0.015,1.9,100,0,0
2025-08-13 22:01:50,92,0.8619941082596778,0.11185834499843594,False,0,0.2176,FOCUSED,120.0,4.474,1.0,0.127,0.017,4.47,115,0,0
2025-08-13 22:01:50,89,0.8802175861597061,0.1736766199518135,False,0,0.2553,FOCUSED,0.0,4.297,1.0,0.151,0.017,4.3,130,0,0
2025-08-13 22:01:51,93,0.9027821201086044,0.43564053102723066,False,0,0.2941,FOCUSED,0.0,2.386,0.997,0.001,0.014,2.39,145,0,0
2025-08-13 22:01:51,100,0.9536020036041737,0.9329158111536378,False,0,0.3263,FOCUSED,0.0,1.714,0.997,0.014,0.005,1.71,160,0,0
2025-08-13 22:01:52,100,0.9535701993107796,0.9225981609856632,False,0,0.3248,FOCUSED,0.0,0.137,1.0,0.001,0.004,0.14,175,0,0
2025-08-13 22:01:52,100,0.9609745132923126,0.9429354592362602,False,0,0.3181,FOCUSED,0.0,0.594,1.0,0.001,0.001,0.59,190,0,0
2025-08-13 22:01:53,98,0.893144402205944,0.2430722657105575,False,0,0.2876,FOCUSED,0.0,4.507,0.995,0.001,0.025,4.51,205,0,0
2025-08-13 22:01:53,87,0.8888020220398902,0.2005192661487062,False,0,0.285,FOCUSED,0.0,4.861,0.999,0.002,0.027,4.86,220,0,0
2025-08-13 22:01:54,98,0.9307855400443077,0.6070880034413256,False,0,0.2809,FOCUSED,0.0,2.253,0.999,0.125,0.013,2.25,235,0,0
2025-08-13 22:01:54,100,0.9704080042243004,0.8370291645059245,False,0,0.2873,FOCUSED,0.0,1.457,0.998,0.271,0.008,1.46,250,0,0
2025-08-13 22:01:55,100,0.9586646127700806,0.7327697531774398,False,0,0.2654,FOCUSED,0.0,1.648,0.999,0.297,0.009,1.65,265,0,0
2025-08-13 22:01:55,99,0.9128884074091912,0.4223989653444693,False,0,0.2891,FOCUSED,0.0,4.187,0.998,0.002,0.018,4.19,280,0,0
2025-08-13 22:01:56,92,0.8628967610001563,0.03480701227083138,False,0,0.2504,FOCUSED,0.0,8.584,0.996,0.308,0.032,8.58,295,0,0
2025-08-13 22:01:56,84,0.8699061232805252,0.07005684420681291,False,0,0.2436,FOCUSED,0.0,8.765,0.999,0.002,0.032,8.76,310,0,0
2025-08-13 22:01:57,96,0.9437844190001488,0.5754465340377877,False,0,0.2676,FOCUSED,0.0,5.171,0.997,0.227,0.02,5.17,325,0,0
2025-08-13 22:01:57,100,0.9289871242642402,0.5774955801819375,False,0,0.2449,FOCUSED,0.0,3.821,1.0,0.192,0.015,3.82,340,0,0
2025-08-13 22:01:58,100,0.9253985252976418,0.5534520118997214,False,0,0.2562,FOCUSED,0.0,2.731,1.0,0.127,0.011,2.73,355,0,0
2025-08-13 22:01:58,99,0.9183470505475998,0.4071209744772949,False,0,0.2571,FOCUSED,0.0,3.305,0.999,0.121,0.015,3.3,370,0,0
2025-08-13 22:01:59,96,0.9336349043250084,0.5092091521633546,False,0,0.2581,FOCUSED,360.0,2.453,1.0,0.005,0.011,2.45,385,0,1
2025-08-13 22:01:59,100,0.9341128212213516,0.6129915502082489,False,0,0.2265,FOCUSED,360.0,0.663,1.0,0.001,0.004,0.66,400,0,1
2025-08-13 22:02:00,98,0.9262243059277535,0.5613358224735736,True,0,0.078,FOCUSED,240.0,1.984,1.0,0.154,0.006,1.98,415,0,2
2025-08-13 22:02:00,92,0.9138746958971024,0.46431418795890733,True,0,0.0869,FOCUSED,1140.0,2.383,1.0,0.173,0.007,2.38,430,0,4
2025-08-13 22:02:01,91,0.917011548280716,0.478430052449453,False,0,0.201,FOCUSED,1740.0,1.65,1.0,0.006,0.005,1.65,445,0,5
2025-08-13 22:02:01,100,0.9233163577318191,0.5161739891531869,False,0,0.2183,FOCUSED,840.0,1.305,1.0,0.057,0.004,1.3,460,0,5
2025-08-13 22:02:02,100,0.9178037655353546,0.47998204973207814,False,0,0.2235,FOCUSED,0.0,1.9,1.0,0.016,0.007,1.9,475,0,5
2025-08-13 22:02:02,99,0.9209912088513375,0.36592552352450214,False,0,0.2419,FOCUSED,0.0,3.311,1.0,0.0,0.015,3.31,490,0,5
2025-08-13 22:02:03,98,0.9257710349559785,0.49063501821051037,False,0,0.2423,FOCUSED,0.0,1.834,1.0,0.008,0.01,1.83,505,0,5
2025-08-13 22:02:03,99,0.962240330427885,0.3545966184056665,False,0,0.5845,FOCUSED,0.0,2.556,0.999,0.316,0.005,2.56,520,0,5
2025-08-13 22:02:04,94,0.9398094800114631,0.14681719606491883,False,0,0.583,FOCUSED,0.0,7.471,0.998,0.125,0.007,7.47,535,0,5
2025-08-13 22:02:04,91,0.9223478871583939,0.2721509601352812,False,0,0.4456,FOCUSED,0.0,12.634,0.997,0.032,0.029,12.63,550,0,5
2025-08-13 22:02:05,97,0.9683311420679093,0.5949095887987594,False,0,0.4037,FOCUSED,0.0,19.719,0.996,0.365,0.034,19.72,559,0,5
2025-08-13 22:02:05,100,0.9292228493094444,0.587607599669119,False,0,0.2639,FOCUSED,0.0,3.081,0.991,0.209,0.014,3.08,574,0,5
2025-08-13 22:02:06,100,0.9343976038694382,0.5656778997760663,False,0,0.2452,FOCUSED,0.0,0.397,1.0,0.173,0.001,0.4,589,0,5
2025-08-13 22:02:06,98,0.9410445402562618,0.25936428846048265,False,0,0.5175,FOCUSED,0.0,0.162,0.998,0.127,0.012,0.16,604,0,5
2025-08-13 22:02:07,96,0.9569014738500119,0.33062051727819697,False,0,0.5896,FOCUSED,0.0,2.769,0.999,0.144,0.018,2.77,619,0,5
2025-08-13 22:02:07,98,0.9535951827466488,0.3131917517309173,False,0,0.5327,FOCUSED,0.0,0.882,1.0,0.246,0.011,0.88,634,0,5
2025-08-13 22:02:08,96,0.950638013780117,0.2908900914948943,False,0,0.5844,FOCUSED,0.0,1.446,1.0,0.197,0.009,1.45,649,0,5
2025-08-13 22:02:08,99,0.919124699831009,0.4937349459424545,False,0,0.2758,FOCUSED,0.0,2.273,0.979,0.119,0.009,2.27,664,0,5
2025-08-13 22:02:09,97,0.9031966340541839,0.34712773318314005,False,0,0.2622,FOCUSED,0.0,5.353,1.0,0.058,0.023,5.35,679,0,5
2025-08-13 22:02:09,97,0.9363409098982811,0.6208015606809714,False,0,0.2437,FOCUSED,180.0,2.77,0.999,0.0,0.011,2.77,694,0,6
2025-08-13 22:02:10,100,0.9375858303904534,0.6608847410786399,False,0,0.2366,FOCUSED,180.0,2.757,0.999,0.004,0.005,2.76,709,0,6
2025-08-13 22:02:10,100,0.939776676595211,0.6967692955950324,False,0,0.2435,FOCUSED,0.0,2.021,0.999,0.0,0.002,2.02,724,0,6
2025-08-13 22:02:11,100,0.9514809873700142,0.5815647850505903,False,0,0.3562,FOCUSED,0.0,2.73,1.0,0.003,0.007,2.73,739,0,6
2025-08-13 22:02:11,100,0.9385240224003792,0.6847471130581084,False,0,0.313,FOCUSED,0.0,0.25,0.998,0.002,0.001,0.25,754,0,6
2025-08-13 22:02:12,98,0.8852124047279357,0.2627663850510519,False,0,0.2689,FOCUSED,0.0,2.127,0.999,0.002,0.01,2.13,769,0,6
2025-08-13 22:02:12,92,0.8823271703720093,0.24455922561859478,False,0,0.2632,FOCUSED,0.0,2.745,1.0,0.003,0.011,2.75,784,0,6
2025-08-13 22:02:13,96,0.9017856043577195,0.38128979240643235,False,0,0.2732,FOCUSED,0.0,1.389,1.0,0.003,0.007,1.39,799,0,6
2025-08-13 22:02:13,97,0.902823932170868,0.40579509495426447,False,0,0.2561,FOCUSED,0.0,2.202,1.0,0.003,0.011,2.2,814,0,6
2025-08-13 22:02:14,99,0.8951375570893287,0.3155730534737061,False,0,0.2189,FOCUSED,0.0,1.593,0.999,0.002,0.009,1.59,829,0,6
2025-08-13 22:02:14,84,0.8064279732108116,0,False,0,0.2426,FOCUSED,60.0,5.335,0.994,0.003,0.02,5.33,844,0,6
2025-08-13 22:02:15,82,0.7825377520918846,0,False,0,0.2323,FOCUSED,60.0,7.066,1.0,0.003,0.027,7.07,859,0,6
2025-08-13 22:02:15,81,0.7848844167590141,0,False,0,0.2284,FOCUSED,0.0,9.242,0.999,0.065,0.031,9.24,874,0,6
2025-08-13 22:02:16,83,0.8657183554768562,0.34522934927942905,False,0,0.2481,FOCUSED,60.0,1.783,0.988,0.083,0.005,1.78,889,0,6
2025-08-13 22:02:16,99,0.9043092992901802,0.680632390006012,False,0,0.3282,FOCUSED,60.0,0.416,0.999,0.0,0.004,0.42,904,0,6
2025-08-13 22:02:17,88,0.7774104413390159,0,False,0,0.3216,FOCUSED,0.0,6.438,0.988,0.0,0.022,6.44,919,0,6
2025-08-13 22:02:17,82,0.8090975669026375,0,False,0,0.3181,FOCUSED,0.0,4.637,0.999,0.002,0.019,4.64,934,0,6
2025-08-13 22:02:18,82,0.755560031235218,0,False,0,0.4459,FOCUSED,0.0,7.057,0.994,0.006,0.023,7.06,949,0,6
2025-08-13 22:02:18,80,0.729578862786293,0,False,0,0.6996,FOCUSED,0.0,9.519,1.0,0.015,0.03,9.52,964,0,6
2025-08-13 22:02:19,81,0.8125513982772827,0,False,0,0.313,FOCUSED,0.0,1.667,0.994,0.007,0.012,1.67,979,0,6
2025-08-13 22:02:19,85,0.873985621035099,0.12735617095860197,False,0,0.2428,FOCUSED,0.0,1.001,0.999,0.001,0.005,1.0,994,0,6
2025-08-13 22:02:20,88,0.8934769916534424,0.28111230586609603,True,0,0.1693,FOCUSED,420.0,1.391,1.0,0.002,0.008,1.39,1009,0,6
2025-08-13 22:02:20,88,0.8970939683914185,0.25697737216058514,False,0,0.206,FOCUSED,960.0,2.001,1.0,0.0,0.009,2.0,1024,0,6
2025-08-13 22:02:21,87,0.8275523763895034,0,False,0,0.2713,FOCUSED,540.0,4.624,0.998,0.0,0.017,4.62,1039,0,6
2025-08-13 22:02:21,83,0.816300420165062,0,False,0,0.2771,FOCUSED,0.0,2.711,0.999,0.001,0.013,2.71,1054,0,6
2025-08-13 22:02:22,83,0.8393525671958924,0.05445738078863804,False,0,0.2186,FOCUSED,0.0,2.537,0.999,0.003,0.009,2.54,1069,0,6
2025-08-13 22:02:22,99,0.9450192552804947,0.49798578976218144,False,0,0.4005,FOCUSED,0.0,0.598,0.999,0.002,0.0,0.6,1084,0,6
2025-08-13 22:02:23,100,0.9433396112918854,0.4973002988082672,False,0,0.3306,FOCUSED,0.0,0.526,1.0,0.001,0.001,0.53,1099,0,6
2025-08-13 22:02:23,100,0.966721513569355,0.46228320830595326,False,0,0.7558,FOCUSED,0.0,15.326,0.997,0.0,0.012,15.33,1114,0,6
2025-08-13 22:02:25,100,0.8988604497909546,0.6493668762567067,False,0,0.3312,FOCUSED,0.0,9.212,0.986,0.001,0.023,9.21,1133,0,6
2025-08-13 22:02:26,97,0.8734890860319138,0.37185496709334187,False,0,0.307,FOCUSED,0.0,7.855,1.0,0.004,0.021,7.86,1148,0,6
2025-08-13 22:02:26,94,0.8665899124741554,0.2434108840078959,False,0,0.2886,FOCUSED,0.0,4.916,1.0,0.001,0.015,4.92,1163,0,6
2025-08-13 22:02:27,94,0.9677588847279548,0.7278279164750432,False,0,0.428,FOCUSED,180.0,0.572,0.98,0.247,0.01,0.57,1178,0,7
2025-08-13 22:02:28,99,0.88229038387537,0.4185364999438054,False,0,0.2653,FOCUSED,180.0,8.022,0.996,0.185,0.025,8.02,1192,0,7
2025-08-13 22:02:29,87,0.7880999517440797,0,False,0,0.2255,FOCUSED,0.0,2.331,0.981,0.001,0.011,2.33,1207,0,7
2025-08-13 22:02:29,81,0.7720432820916177,0,False,0,0.221,FOCUSED,0.0,1.905,0.999,0.032,0.009,1.91,1222,0,7
2025-08-13 22:02:30,86,0.929159812927246,0.4228382369687673,False,0,0.2148,FOCUSED,240.0,1.479,0.986,0.006,0.01,1.48,1237,0,7
2025-08-13 22:02:30,99,0.9708246241509915,0.7245396306314977,False,0,0.2034,FOCUSED,300.0,5.805,0.997,0.001,0.02,5.81,1252,0,7
2025-08-13 22:02:31,99,0.9085718224942685,0.5227266839471527,False,0,0.243,FOCUSED,480.0,3.944,0.996,0.029,0.014,3.94,1267,0,8
2025-08-13 22:02:31,100,0.9779072594642639,0.8193608471819828,False,0,0.2209,FOCUSED,420.0,4.89,0.996,0.286,0.01,4.89,1282,0,8
2025-08-13 22:02:32,100,0.9878559294342995,0.9378771277027074,False,0,0.2386,FOCUSED,0.0,2.164,0.999,0.228,0.002,2.16,1297,0,8
2025-08-13 22:02:32,100,0.9743226404488087,0.8262056649994166,False,0,0.2521,FOCUSED,0.0,0.116,1.0,0.168,0.004,0.12,1312,0,8
2025-08-13 22:02:33,100,0.9750770953297615,0.8664979284680193,False,0,0.2269,FOCUSED,0.0,1.484,1.0,0.069,0.008,1.48,1327,0,8
2025-08-13 22:02:33,100,0.9716306154429912,0.8486409298330486,False,0,0.218,FOCUSED,120.0,0.841,1.0,0.01,0.002,0.84,1342,0,8
2025-08-13 22:02:34,100,0.9507141840457916,0.7458302907272394,True,0,0.1463,FOCUSED,180.0,0.167,1.0,0.001,0.003,0.17,1357,0,9
2025-08-13 22:02:34,100,0.9734231804311275,0.7870559306733091,False,0,0.2497,FOCUSED,180.0,2.534,0.999,0.001,0.011,2.53,1372,0,9
2025-08-13 22:02:35,96,0.92344797372818,0.26011406163894324,False,0,0.3627,FOCUSED,120.0,6.546,1.0,0.004,0.023,6.55,1387,0,9
2025-08-13 22:02:35,94,0.9207761806249619,0.28618701862399143,False,0,0.3469,FOCUSED,0.0,6.688,1.0,0.003,0.022,6.69,1402,0,9
2025-08-13 22:02:36,94,0.9169448998570442,0.2531468762949406,False,0,0.4068,FOCUSED,0.0,7.021,1.0,0.005,0.023,7.02,1417,0,9
2025-08-13 22:02:36,94,0.916466787159443,0.26548242955522805,False,0,0.446,FOCUSED,0.0,7.063,1.0,0.001,0.023,7.06,1432,0,9
2025-08-13 22:02:37,96,0.9402537566423417,0.46012079395277306,False,0,0.371,FOCUSED,0.0,6.807,0.999,0.004,0.024,6.81,1447,0,9
2025-08-13 22:02:37,100,0.9589010392129421,0.6067824722918442,False,0,0.3191,FOCUSED,0.0,7.397,1.0,0.001,0.026,7.4,1462,0,9
2025-08-13 22:02:38,100,0.9378514026105405,0.6672867851695855,False,0,0.284,FOCUSED,0.0,2.477,0.997,0.004,0.013,2.48,1477,0,9
2025-08-13 22:02:38,99,0.922630528062582,0.5223528521653211,False,0,0.2598,FOCUSED,0.0,0.442,1.0,0.003,0.004,0.44,1492,0,9
2025-08-13 22:02:39,100,0.9475387458503246,0.5128027206347203,False,0,0.2898,FOCUSED,0.0,2.984,0.996,0.006,0.004,2.98,1507,0,9
2025-08-13 22:02:39,97,0.9169114750623704,0.32218972452638617,False,0,0.3467,FOCUSED,0.0,0.337,1.0,0.001,0.003,0.34,1522,0,9
2025-08-13 22:02:40,91,0.8418490645289421,0.009151951530446678,False,0,0.2815,FOCUSED,0.0,3.042,0.993,0.005,0.016,3.04,1537,0,9
2025-08-13 22:02:40,84,0.875433589220047,0.09807182350334753,True,0,0.1211,FOCUSED,180.0,1.073,1.0,0.001,0.003,1.07,1552,0,10
2025-08-13 22:02:41,89,0.8781586241722107,0.08497938960537776,False,0,0.2684,FOCUSED,180.0,2.374,0.999,0.001,0.014,2.37,1567,0,10
2025-08-13 22:02:41,84,0.8910208222270012,0.1874547031149565,False,0,0.2381,FOCUSED,240.0,2.343,0.998,0.002,0.013,2.34,1582,0,11
2025-08-13 22:02:42,96,0.9156712462007999,0.39526098036317725,False,0,0.2637,FOCUSED,240.0,1.36,0.999,0.003,0.006,1.36,1597,0,11
2025-08-13 22:02:42,96,0.9059259113669396,0.3025727447547889,False,0,0.2844,FOCUSED,0.0,1.345,1.0,0.004,0.009,1.35,1612,0,11
2025-08-13 22:02:43,98,0.9310178425908089,0.4866974588649937,False,0,0.2752,FOCUSED,0.0,1.658,1.0,0.004,0.011,1.66,1627,0,11
2025-08-13 22:02:43,100,0.9256060120463372,0.46213032383265684,False,0,0.2815,FOCUSED,0.0,2.282,1.0,0.003,0.013,2.28,1642,0,11
2025-08-13 22:02:44,100,0.9332958069443702,0.5178918605127298,False,0,0.2774,FOCUSED,0.0,2.269,1.0,0.001,0.012,2.27,1657,0,11
2025-08-13 22:02:44,99,0.9211976003646851,0.4320092826330554,False,0,0.2717,FOCUSED,0.0,3.221,1.0,0.002,0.015,3.22,1672,0,11
2025-08-13 22:02:45,99,0.92534328520298,0.48085588510927946,False,0,0.2702,FOCUSED,0.0,3.04,1.0,0.0,0.014,3.04,1687,0,11
2025-08-13 22:02:45,99,0.9142070573568344,0.4023602306399966,False,0,0.2687,FOCUSED,0.0,4.847,1.0,0.002,0.021,4.85,1702,0,11
2025-08-13 22:02:46,99,0.9273875084519386,0.4934376079125238,False,0,0.2819,FOCUSED,0.0,3.508,1.0,0.035,0.014,3.51,1717,0,11
